from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,amount_baseline,potato | amount_biochar_amendment
Copper oxychloride,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a46f2cef-b328-5d0d-848d-aa485e50eb8e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.6018694704023062e-10,1.2784273506802124e-10
Cupric hydroxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd7d7692e-3f4b-5c14-9add-4c9eff49bd1f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.805608355695767e-09,3.835282007738042e-09
Cyazofamid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5dcb4eee-0c35-5ff5-9fb4-972129adf94d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.994496880632141e-08,7.178369417902746e-08
Cymoxanil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9d6fa7be-304e-5e1f-8efd-30f13ca61230')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,6.361868258863979e-07,5.07730906533438e-07
Cyproconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '6f323211-812a-5c49-bbf5-84cdb8ba0f5e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,3.4440192919760193e-09,2.748618748584213e-09
Difenoconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3eca47eb-0bf4-5381-bc15-0e85d67e4bb5')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,6.428642791433958e-07,5.13060079124817e-07
Dimethomorph,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9c053a35-50c0-51ff-8f36-e8b8ec69febb')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.8837985749087238e-07,1.5034306264235625e-07
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,7.238274702103809e-05,4.6791719941772424e-05
Diquat,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3d1557e5-04b4-53e4-a30b-c227df0e1f14')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.0435250032969634e-06,8.328212316815349e-07
Dodecanol,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'ddfec8c2-a265-58e0-8880-a94446453993')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.009347352011531e-11,6.392136753401062e-11
Fenamidone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '63b71b3f-363f-5dfe-94e7-23d733e6adc1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.5237454792659264e-07,2.0141623936679378e-07
Fluazifop-P-butyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '3563bb9d-4020-4635-890b-6de95036911f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.905390816820841e-09,2.3187476590748928e-09
Fluazinam,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '718aae06-8453-591a-9aba-133e521b4370')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,9.278829224967922e-07,7.405290682336728e-07
Fludioxonil,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'd768eeb6-a47a-5651-90ba-a27cd61f9bf0')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.5952696941212707e-08,1.273160170886888e-08
Flufenacet,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '17b87359-36f1-4ad3-a019-73e40fc2efc7')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.3179050856469985e-07,1.8498843460869897e-07
Fluopicolide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '6d8d7abc-7128-5f98-af70-19199e720215')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.3720011793338927e-07,1.0949730082473205e-07
Flurochloridone,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4505f26e-3802-5f18-bb1a-0007670b41ff')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.3330569354793624e-08,3.458145997988318e-08
Glyphosate,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'bd02a7ec-dcb5-4609-bc96-cc7a96601ce2')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.325047431308349e-09,3.4517537360800865e-09
"Herbicides, unspecified",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '1b144479-3284-4cf1-9b17-2590940e656a')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.7778267746848542e-08,1.4188561649519984e-08
Kaolin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '80e34550-8506-505d-add4-bf58e9388b37')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.902219963767493e-07,1.5181324531264907e-07
MCPB,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0e20b8fa-3f9a-41f2-b9aa-2b4e32c62264')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.6751219905918333e-08,2.134973655699787e-08
Maleic hydrazide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'fea6831b-cc85-58f4-8936-7c61fd4c0054')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,3.5705670597963035e-07,2.849614572862173e-07
Mancozeb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '61c6920c-89ff-5928-9bea-012bd1fc5bec')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.1021502359653823e-05,8.79609126867823e-06
Mandipropamid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9607fc7e-f6c3-52d5-8983-e178dbf88c85')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,5.915243264098535e-07,4.720864536391488e-07
Metalaxyl-M,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e9637f64-0187-5362-99d2-3e0d2ccebf56')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,5.207693831721372e-08,4.156180232818333e-08
Metaldehyde,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '4dc6a686-c08f-5570-a99b-35fc9fae2c30')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.102016930573882e-07,3.2737565287900094e-07
Metribuzin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a1201fc1-a799-4832-940b-a0b247f2cf42')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,7.328553124352766e-07,5.848805366602367e-07
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,0.00012144126230850816,9.692040088468328e-05
Novaluron,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '59fd481c-471d-58af-9361-a92b57073885')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.1625237156541743e-09,1.7258768680400433e-09
Pencycuron,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e4ddfc9a-9761-5606-a391-8e7fb4bae762')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.107259291506125e-07,1.6817711823672185e-07
Pendimethalin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e4e17609-7a80-455d-a4e3-88af8695f987')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.650094862616697e-09,6.903507472160173e-09
Propamocarb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '328fee4e-5999-503f-b601-f69a0d637e8d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.6947450351144653e-06,2.150634505278903e-06
Propaquizafop,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '2dfd62fe-ec2e-51c2-8d1d-024701ecba9b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.009347352011531e-11,6.392136753401062e-11
Prosulfocarb,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'a84148b4-4ca4-50bf-b4d4-32de99ee1a56')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.223168616590556e-06,3.3704458232965325e-06
Prothioconazole,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9253e661-e076-4a84-9ea0-192ee3aea47c')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.1834612179129067e-09,9.445021691244266e-10
Pymetrozine,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'fb8c01dd-00f5-52fb-8bce-73385c4f8c96')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,6.968132293394547e-09,5.561159052988464e-09
Pyraclostrobin,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '99c0e2e2-6433-44f9-84f8-8cfa35c9099e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.677761834490866e-08,2.137080474454003e-08
Pyraflufen-ethyl,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5b1187fe-ac55-5dcf-831e-484f277962e2')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.24495404105496e-11,3.387832434999968e-11
Quizalofop-P,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9bb4d213-9c09-5f63-b0bd-c64dac2574d3')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.810281948434806e-10,7.031350317984681e-10
Spinosad,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '03e48413-9ebd-56b6-b203-5faf7a37f1b6')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,6.041162237124809e-08,4.821358529229695e-08
Spirotetramat,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'e5e6f6b7-659f-5059-931c-234d3f232036')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,3.363925804578116e-09,2.684697369974554e-09
Teflubenzuron,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '9d791191-59b1-57ad-a739-65a101e684f1')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,8.169534493340791e-11,6.519979643528165e-11
Thiacloprid,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'c5564a8b-8793-5eba-91a3-35bc57db5c7d')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,2.2426172030520775e-09,1.7897982466497024e-09
Zoxamide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '04d176d3-1aa9-5b93-aa2c-cb810c85d762')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.8101125931480055e-08,1.4446229793679213e-08
Acetamiprid,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '910b7532-d541-45a5-a535-03f54997726e')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.3690208078287469e-08,1.0925944196558234e-08
Acetamiprid,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '87d27297-7fe7-56cb-b6e3-b5cccccabbde')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,5.583781700901902e-12,4.456330168317559e-12
Aclonifen,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'dc64ecac-a65f-4d9a-9de6-557f1135659f')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.5113144399947487e-05,1.2061567757340372e-05
Aclonifen,,,"('soil', 'forestry')",biosphere3,"('biosphere3', 'e658c385-2df5-575e-aa56-773c85bc6821')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,7.677734004118975e-09,6.127481248299261e-09
Alpha-cypermethrin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'ce2ceed1-2503-4566-8175-f4456dbac42b')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.0808058441280632e-11,8.625744965108245e-12
Alpha-cypermethrin,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '915a694a-7606-5aaa-9d1b-72297d842352')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.408248719262866e-15,3.518155402444426e-15
Ametoctradin,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', 'f1f81e82-ad22-5510-9fa5-aa1c0d1b3c80')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.441074481967064e-09,1.150099347140514e-09
Ametoctradin,,,"('soil', 'forestry')",biosphere3,"('biosphere3', '91e5ccbf-d8c5-5538-92db-17175e0619cc')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,5.877664891254519e-13,4.690873815845586e-13
Amisulbrom,,,"('soil', 'agricultural')",biosphere3,"('biosphere3', '8c799c70-11a8-58f0-8281-8d6e99f52042')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,4.4673310384268916e-08,3.565308091322339e-08
Amisulbrom,,,"('soil', 'forestry')",biosphere3,"('biosphere3', 'a71aa806-a447-52db-a45b-4094cb308f77')","potato production, conventional, hill region",potato,CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'e1373692926c47f9b5400ca621719640')",biosphere,1.8220761704990096e-11,1.4541709261763843e-11
